Ticker,Date,Asset Value,Model Spread,Market Spread,Mispricing,Z-Score,CDS-Index Basis,CDS Momentum,CDS Signal,Equity Signal
JPM,2020-01-03,679878983680,2.8379272033175725e-16,0.0033616999999999996,0.003361699999999716,0.0,-0.2665648521871933,0.006135520172393161,No Trade,No Trade
JPM,2020-01-06,679878983680,2.8379272033175725e-16,0.0036682000000000004,0.0036681999999997167,0.0,-0.20341375491324454,0.09744203440538546,No Trade,No Trade
JPM,2020-01-07,679878983680,1.418963601658786e-16,0.0036955,0.003695499999999858,0.0,-0.2080788599592842,0.09460620242291395,No Trade,No Trade
JPM,2020-01-08,679878983680,1.418963601658786e-16,0.0036274000000000002,0.0036273999999998584,0.0,-0.19593021967060487,0.0770509813236735,No Trade,No Trade
JPM,2020-01-09,679878983680,1.418963601658786e-16,0.0034908,0.0034907999999998583,0.0,-0.20381352066417302,0.06297198538367832,No Trade,No Trade
JPM,2020-01-10,679878983680,1.418963601658786e-16,0.0034101999999999995,0.0034101999999998577,0.0,-0.22837425048082372,0.011988842067778505,No Trade,No Trade
JPM,2020-01-13,679878983680,1.418963601658786e-16,0.00329,0.003289999999999858,0.0,-0.2545260915867945,-0.014822578230274108,No Trade,No Trade
JPM,2020-01-14,679878983680,1.418963601658786e-16,0.0032957,0.003295699999999858,0.0,-0.2629707487252885,-0.01972040452111834,No Trade,No Trade
JPM,2020-01-15,679878983680,1.418963601658786e-16,0.0033521000000000002,0.0033520999999998584,0.0,-0.25034104886503417,0.031478860237553086,No Trade,No Trade
JPM,2020-01-16,679878983680,1.418963601658786e-16,0.0033284,0.003328399999999858,0.0,-0.24447269260453086,-0.00990570247196354,No Trade,No Trade
JPM,2020-01-17,679878983680,1.418963601658786e-16,0.0031951,0.0031950999999998584,0.0,-0.27471454838489995,-0.12897333842211445,No Trade,No Trade
JPM,2020-01-21,679878983680,1.418963601658786e-16,0.0032351999999999997,0.003235199999999858,0.0,-0.29305334003452577,-0.10812151954568017,No Trade,No Trade
JPM,2020-01-22,679878983680,1.418963601658786e-16,0.0031871,0.003187099999999858,0.0,-0.29287124758714034,-0.08700011458691426,No Trade,No Trade
JPM,2020-01-23,679878983680,1.418963601658786e-16,0.0032217,0.0032216999999998583,0.0,-0.2999348109517601,-0.05527535041933018,No Trade,No Trade
JPM,2020-01-24,679878983680,1.418963601658786e-16,0.0032912999999999996,0.003291299999999858,0.0,-0.3000956937799044,0.0003951367781154236,No Trade,No Trade
JPM,2020-01-27,679878983680,2.8379272033175725e-16,0.003527,0.0035269999999997166,0.0,-0.28470025148048994,0.07018235883120427,No Trade,No Trade
JPM,2020-01-28,679878983680,2.8379272033175725e-16,0.0034189,0.0034188999999997163,0.0,-0.2670539810487501,0.019927806449688168,No Trade,No Trade
JPM,2020-01-29,679878983680,2.8379272033175725e-16,0.0033629,0.003362899999999716,0.0,-0.2996292902365878,0.010365340704242332,No Trade,No Trade
JPM,2020-01-30,679878983680,2.8379272033175725e-16,0.0033509,0.0033508999999997163,0.0,-0.2950667928894499,0.04876216706832337,No Trade,No Trade
JPM,2020-01-31,679878983680,4.256890804976359e-16,0.0034524,0.003452399999999574,0.4275249561441058,-0.3116538729937195,0.0707440374654964,No Trade,No Trade
JPM,2020-02-03,679878983680,7.094818008293933e-16,0.0034340000000000004,0.003433999999999291,0.28071832188166607,-0.31422865701447833,0.06144906033630093,No Trade,No Trade
JPM,2020-02-04,679878983680,7.094818008293933e-16,0.0032869,0.0032868999999992906,-0.6249761242070935,-0.30156605257006863,0.03131373348812394,No Trade,No Trade
JPM,2020-02-05,679878983680,8.513781609952719e-16,0.0031412,0.0031411999999991485,-1.6439373782058158,-0.29969903020844946,-0.02498680820684729,No Trade,No Trade
JPM,2020-02-06,679878983680,9.932745211611506e-16,0.0030521999999999997,0.0030521999999990066,-2.1697408099767124,-0.32674534024484403,-0.07264606690365505,Weak Long CDS,Weak Sell Equity
JPM,2020-02-07,679878983680,9.932745211611506e-16,0.0030393,0.003039299999999007,-1.9680870405210136,-0.3411303084827332,-0.13827615537283822,No Trade,No Trade
JPM,2020-02-10,679878983680,8.513781609952719e-16,0.0030087,0.0030086999999991487,-1.880676102735286,-0.33540235470831214,-0.11998011056187663,No Trade,No Trade
JPM,2020-02-11,679878983680,8.513781609952719e-16,0.0029712,0.0029711999999991485,-1.8349856224853942,-0.33728866485256737,-0.11647685033750632,No Trade,No Trade
JPM,2020-02-12,679878983680,7.094818008293933e-16,0.0029341000000000002,0.0029340999999992907,-1.7797973480548543,-0.33026706231454006,-0.12438449371810556,No Trade,No Trade
JPM,2020-02-13,679878983680,5.675854406635145e-16,0.0029611,0.0029610999999994322,-1.4368768746722274,-0.32317714285714294,-0.1423068010659252,No Trade,No Trade
JPM,2020-02-14,679878983680,5.675854406635145e-16,0.0029353,0.0029352999999994324,-1.4026458050578536,-0.33689513396286086,-0.14522422830518344,No Trade,No Trade
JPM,2020-02-18,679878983680,5.675854406635145e-16,0.0029595,0.002959499999999432,-1.1657219304956876,-0.3375341361865962,-0.057844135998981305,No Trade,No Trade
JPM,2020-02-19,679878983680,2.8379272033175725e-16,0.0029676999999999998,0.002967699999999716,-1.026251709487705,-0.3333707713733771,-0.027684948561693123,No Trade,No Trade
JPM,2020-02-20,679878983680,4.256890804976359e-16,0.0030198,0.003019799999999574,-0.7168059472191377,-0.33420054678543076,-0.00641595104135817,No Trade,No Trade
JPM,2020-02-21,679878983680,2.8379272033175725e-16,0.0031455,0.0031454999999997162,-0.08545927933140438,-0.3242169037081597,0.045468142387077526,No Trade,No Trade
JPM,2020-02-24,679878983680,4.256890804976359e-16,0.0036759,0.0036758999999995743,2.114683167550981,-0.3073618360309772,0.2371768982229403,Weak Short CDS,Weak Buy Equity
JPM,2020-02-25,679878983680,8.513781609952719e-16,0.0038046,0.0038045999999991487,2.32617686056296,-0.31336064538251907,0.29668382127398507,Weak Short CDS,Weak Buy Equity
JPM,2020-02-26,679878983680,4.824476245639882e-15,0.0041164,0.004116399999995176,2.6805036650966967,-0.2864002773684666,0.39015906251055354,Weak Short CDS,Weak Buy Equity
JPM,2020-02-27,679878983680,4.540683525308123e-15,0.0047683,0.004768299999995459,3.0765596308228464,-0.2616559049875351,0.6244676864375021,Weak Short CDS,Weak Buy Equity
JPM,2020-02-28,679878983680,1.8588423181730233e-14,0.005278199999999999,0.005278199999981411,2.890880348576501,-0.20602304521796688,0.7897663694008341,Short CDS,Buy Equity
JPM,2020-03-02,679878983680,7.16576618837707e-14,0.0055915,0.005591499999928342,2.5604983420514524,-0.13444272445820427,0.8893394154417977,Short CDS,Buy Equity
JPM,2020-03-03,679878983680,2.852116839334478e-13,0.005164,0.005163999999714788,1.75738396506706,-0.2760003364831898,0.7400680661791961,Short CDS,Buy Equity
JPM,2020-03-04,679878983680,6.862107977623731e-13,0.0050643,0.005064299999313789,1.457506437315334,-0.23075871496924116,0.6770315914961256,Short CDS,Buy Equity
JPM,2020-03-05,679878983680,9.562395711582137e-13,0.0054283000000000005,0.005428299999043761,1.6069253290735805,-0.2589655031193261,0.7257351772373233,Short CDS,Buy Equity
JPM,2020-03-06,679878983680,3.607998749942888e-12,0.0059906,0.005990599996392001,1.843255715328736,-0.27960364130500137,0.6296961288391958,Short CDS,Buy Equity
JPM,2020-03-09,679878983680,1.3194233050092327e-11,0.008585200000000001,0.008585199986805767,2.9127486210429856,-0.22614025599423104,1.2565315670504127,Short CDS,Buy Equity
JPM,2020-03-10,679878983680,6.840575507065471e-09,0.0075946,0.007594593159424493,1.9097735925840758,-0.28856206088992975,0.8449616169468466,Short CDS,Buy Equity
JPM,2020-03-11,679878983680,2.6572002081430173e-08,0.009233,0.009232973427997919,2.324226778061929,-0.2136640038154286,0.9363295094687833,Short CDS,Buy Equity
JPM,2020-03-12,679878983680,4.199552952876413e-08,0.0121016,0.012101558004470471,2.777130840361955,-0.1285976597659766,1.2927513167367666,Short CDS,Buy Equity
JPM,2020-03-13,679878983680,1.46642870220085e-07,0.0099152,0.00991505335712978,1.6545230760940501,-0.07755284310806776,0.7732629884646338,Short CDS,Buy Equity
JPM,2020-03-16,679878983680,8.097312243720374e-06,0.0116851,0.01167700268775628,1.968440052290743,-0.0593676042052389,1.2628001549186676,Short CDS,Buy Equity
JPM,2020-03-17,679878983680,4.3723168757421836e-05,0.0125309,0.012487176831242577,1.9196586750302083,0.01684613699252635,1.4743597338230359,Short CDS,Buy Equity
JPM,2020-03-18,679878983680,5.514507253253743e-05,0.0146437,0.014588554927467464,2.150915291977189,0.03878866984939955,1.6976585671388835,Short CDS,Buy Equity
JPM,2020-03-19,679878983680,0.00010256425513994979,0.0153388,0.01523623574486005,1.985630941579379,0.08143092824207887,1.560478082328982,Short CDS,Buy Equity
JPM,2020-03-20,679878983680,0.00010182240878702944,0.016553000000000002,0.016451177591212972,1.9665130771473238,0.09046232493181727,0.9280855425616177,Short CDS,Buy Equity
JPM,2020-03-23,679878983680,0.000102847702684634,0.015137799999999998,0.015034952297315364,1.448733023832837,0.2452637726939939,0.993232033286809,Short CDS,Buy Equity
JPM,2020-03-24,679878983680,0.00011365416794749278,0.0122092,0.012095545832052508,0.6754253489756109,0.13075369996480624,0.3223437669229936,Weak Short CDS,Weak Buy Equity
JPM,2020-03-25,679878983680,0.00022103780824521695,0.0114396,0.011218562191754782,0.39179736469558774,0.10883219602977645,-0.054703510279632495,Weak Short CDS,Weak Buy Equity
JPM,2020-03-26,679878983680,0.00023361961171091745,0.0097722,0.009538580388289083,-0.09957797364061953,0.011007883465414148,-0.014422301113442004,Weak Short CDS,Weak Buy Equity
JPM,2020-03-27,679878983680,0.00028510626025922826,0.0097643,0.009479193739740772,-0.17860514177272138,-0.1273226143767484,-0.16438027915892883,Weak Short CDS,Weak Buy Equity
JPM,2020-03-30,679878983680,0.00034674662190099277,0.009072700000000001,0.008725953378099009,-0.4483847888148134,-0.15896176129779827,-0.2759737927842373,Weak Short CDS,Weak Buy Equity
JPM,2020-03-31,679878983680,0.00035537892967345394,0.008178,0.007822621070326545,-0.783247393233971,-0.27660967174107265,-0.44153458483853125,Weak Short CDS,Weak Buy Equity
JPM,2020-04-01,679878983680,0.00035902064918056644,0.0083992,0.008040179350819434,-0.8094224745355258,-0.33415778792491124,-0.45242131066315483,Weak Short CDS,Weak Buy Equity
JPM,2020-04-02,679878983680,0.0004148788131994628,0.0086722,0.008257321186800537,-0.8351771049266035,-0.2967327045810255,-0.4760949676795747,Weak Short CDS,Weak Buy Equity
JPM,2020-04-03,679878983680,0.00043665145801259565,0.0095878,0.009151148541987404,-0.6241319852639847,-0.24831046648373178,-0.3666318751734069,Weak Short CDS,Weak Buy Equity
JPM,2020-04-06,679878983680,0.00044849970086982235,0.0087843,0.008335800299130178,-0.9132688252285406,-0.24900614692781842,-0.28051797005536805,Weak Short CDS,Weak Buy Equity
JPM,2020-04-07,679878983680,0.0005187054576984071,0.0084467,0.007927994542301593,-1.0752467463327988,-0.24913550176455423,-0.26162628063918325,Short CDS,Buy Equity
JPM,2020-04-08,679878983680,0.0005216784005952356,0.0078972,0.007375521599404765,-1.2044202752250672,-0.24706824552371143,-0.1918708172161847,Short CDS,Buy Equity
JPM,2020-04-09,679878983680,0.0005502498827041797,0.0066134,0.00606315011729582,-1.4745775999927946,-0.19199990225903796,-0.3226959433855986,Short CDS,Buy Equity
JPM,2020-04-13,679878983680,0.0007116103762151496,0.0058907,0.00517908962378485,-1.5725101117530444,-0.291472215540053,-0.2796894106138421,Short CDS,Buy Equity
JPM,2020-04-14,679878983680,0.0007550624623565692,0.0049879,0.004232837537643431,-1.6267329231895775,-0.3961964942862677,-0.40614582341175354,No Trade,No Trade
JPM,2020-04-15,679878983680,0.0007225946568986577,0.0057374,0.005014805343101342,-1.2552500832940687,-0.34366706323785123,-0.338414704457923,Short CDS,Buy Equity
JPM,2020-04-16,679878983680,0.0007745972222006738,0.0061686,0.005394002777799326,-1.0495775744977358,-0.2984487307797289,-0.356619871086172,Short CDS,Buy Equity
JPM,2020-04-17,679878983680,0.0008054452387900664,0.0061867,0.005381254761209934,-0.9778061145117829,-0.2886234017109742,-0.29570939061735146,Weak Short CDS,Weak Buy Equity
JPM,2020-04-20,679878983680,0.0009936638434796293,0.0066683,0.005674636156520371,-0.8633282903123616,-0.28661445963583454,-0.21054376265287023,Weak Short CDS,Weak Buy Equity
JPM,2020-04-21,679878983680,0.001028779982557894,0.0071709,0.006142120017442106,-0.657366191217375,-0.26874560231687794,-0.09196930557665994,Weak Short CDS,Weak Buy Equity
JPM,2020-04-22,679878983680,0.0010519933442153487,0.00674,0.005688006655784651,-0.8147423659014105,-0.2866290576941395,0.01914295218798201,Weak Short CDS,Weak Buy Equity
JPM,2020-04-23,679878983680,0.0010523194642665346,0.0064692,0.005416880535733465,-0.9049626299422633,-0.30950271643415983,0.013758736327451615,Weak Short CDS,Weak Buy Equity
JPM,2020-04-24,679878983680,0.0010523013558037828,0.0067206,0.005668298644196218,-0.6789381413956987,-0.28613613188307274,0.14088308689968954,Weak Short CDS,Weak Buy Equity
JPM,2020-04-27,679878983680,0.0010589327672797248,0.0066784999999999995,0.005619567232720274,-0.6358386918915588,-0.2831766271681264,0.3389402353695945,Weak Short CDS,Weak Buy Equity
JPM,2020-04-28,679878983680,0.0011124918194809286,0.0063411000000000006,0.005228608180519072,-0.8188502740095811,-0.3091053703925648,0.10522187750549028,Weak Short CDS,Weak Buy Equity
JPM,2020-04-29,679878983680,0.001107763406464012,0.0061689,0.005061136593535988,-0.8478907407854718,-0.2899925188467515,4.863340142002848e-05,Weak Short CDS,Weak Buy Equity
JPM,2020-04-30,679878983680,0.0011299156319337065,0.0059958,0.004865884368066294,-0.8967566477828216,-0.31066119408132997,-0.030856514781709143,No Trade,No Trade
JPM,2020-05-01,679878983680,0.0011418399112588136,0.0060193,0.004877460088741186,-0.8094300968148023,-0.3341482300884957,-0.0973261550920026,No Trade,No Trade
JPM,2020-05-04,679878983680,0.0011621609218171733,0.0063788,0.005216639078182826,-0.4834037351199287,-0.29823094525611693,-0.1104603327336876,Weak Short CDS,Weak Buy Equity
JPM,2020-05-05,679878983680,0.0011649561822516755,0.0066194999999999995,0.005454543817748324,-0.1431633974872581,-0.2650308110808861,-0.017878338278931927,Weak Short CDS,Weak Buy Equity
JPM,2020-05-06,679878983680,0.0011627474977617153,0.0066141,0.005451352502238285,0.0017002170323144525,-0.2905153179438771,0.02239844184752382,Weak Short CDS,Weak Buy Equity
JPM,2020-05-07,679878983680,0.0011652649478494075,0.0065724,0.005407135052150592,0.12831102262860164,-0.2869185951892719,-0.02205160253548788,Weak Short CDS,Weak Buy Equity
JPM,2020-05-08,679878983680,0.0011680702818688687,0.0067625,0.0055944297181311315,0.662096617856264,-0.25670477027918226,0.012577674627536117,Weak Short CDS,Weak Buy Equity
JPM,2020-05-11,679878983680,0.0011766113315246295,0.006872,0.00569538866847537,0.8357533720231005,-0.2579635028614621,0.08372364416268474,Weak Short CDS,Weak Buy Equity
JPM,2020-05-12,679878983680,0.0012030477149969172,0.006862600000000001,0.005659552285003084,0.7399656782540098,-0.2644823853466661,0.11245116633435459,Weak Short CDS,Weak Buy Equity
JPM,2020-05-13,679878983680,0.0012130921057081072,0.007384399999999999,0.006171307894291892,2.0124492842145894,-0.23643094231147055,0.2315954501484372,Short CDS,Buy Equity
JPM,2020-05-14,679878983680,0.001247670888422285,0.008058899999999999,0.006811229111577714,2.783426778221677,-0.15457807058033668,0.3388433871048129,Short CDS,Buy Equity
JPM,2020-05-15,679878983680,0.0013049669884668397,0.0082791,0.006974133011533159,2.4396508609848206,-0.13584744170511243,0.29790869756066973,Short CDS,Buy Equity
JPM,2020-05-18,679878983680,0.0013099977178642054,0.0074807,0.006170702282135794,0.9104699126379987,-0.17263537427004072,0.13010046075987636,Weak Short CDS,Weak Buy Equity
JPM,2020-05-19,679878983680,0.0014062350255911128,0.0072772,0.005870964974408887,0.40813629184026773,-0.19142222222222216,0.100255514733675,Weak Short CDS,Weak Buy Equity
JPM,2020-05-20,679878983680,0.0014182412216717224,0.0068611,0.005442858778328278,-0.3424416980094922,-0.1827159023228111,0.04392611526991663,Weak Short CDS,Weak Buy Equity
JPM,2020-05-21,679878983680,0.0014502316048211061,0.006964700000000001,0.005514468395178895,-0.2228319479482025,-0.1897554619697992,0.029900184842883704,Weak Short CDS,Weak Buy Equity
JPM,2020-05-22,679878983680,0.0014534634368902444,0.0070685,0.005615036563109755,-0.03629276669124142,-0.18944797376327316,0.028594295692665916,Weak Short CDS,Weak Buy Equity
JPM,2020-05-26,679878983680,0.0014419797071424953,0.0067063,0.005264320292857505,-0.6309156890234369,-0.19321736201337747,-0.0918287200043334,Weak Short CDS,Weak Buy Equity
JPM,2020-05-27,679878983680,0.0016245672796491267,0.0062350999999999995,0.004610532720350873,-1.632202715231389,-0.210176963125293,-0.2263088014493293,No Trade,No Trade
JPM,2020-05-28,679878983680,0.0017507388887695653,0.0061322,0.004381461111230434,-1.8108209551610597,-0.21327585764503632,-0.2593156260946238,No Trade,No Trade
JPM,2020-05-29,679878983680,0.0017595658855837284,0.0062473,0.004487734114416272,-1.5544319906986317,-0.19285529715762284,-0.16487761840469484,No Trade,No Trade
JPM,2020-06-01,679878983680,0.0017814344472522232,0.0063644,0.004582965552747777,-1.3545727868233737,-0.19285741461744288,-0.12543285879184307,No Trade,No Trade
JPM,2020-06-02,679878983680,0.0017838220552670596,0.0061056,0.00432177794473294,-1.559685637705874,-0.19281870943007107,-0.11011353864540685,No Trade,No Trade
JPM,2020-06-03,679878983680,0.0017834322211200337,0.0054811999999999994,0.003697767778879966,-2.0127110802735695,-0.2495618838992334,-0.21300271368472445,Weak Long CDS,Weak Sell Equity
JPM,2020-06-04,679878983680,0.0018640804689026337,0.0054582,0.0035941195310973664,-1.828643616536727,-0.2465732624749809,-0.22781353894036926,No Trade,No Trade
JPM,2020-06-05,679878983680,0.0018812001024343964,0.0048877,0.0030064998975656036,-2.0448255109217865,-0.24759471067255734,-0.30922735559732606,Weak Long CDS,Weak Sell Equity
JPM,2020-06-08,679878983680,0.001965597215464964,0.0047849,0.002819302784535036,-1.8823921891560047,-0.28193468995738036,-0.28650671756408164,No Trade,No Trade
JPM,2020-06-09,679878983680,0.0019758514286779194,0.005679,0.0037031485713220806,-1.0248075102170473,-0.2151524364963101,-0.08918862568362973,No Trade,No Trade
JPM,2020-06-10,679878983680,0.00200149511487011,0.0060634,0.00406190488512989,-0.6585772292513132,-0.18636107458200268,-0.011219464466260098,No Trade,No Trade
JPM,2020-06-11,679878983680,0.0020756035704409736,0.0068405,0.004764896429559027,-0.01709308719719848,-0.16185750168473934,0.09495301970451231,No Trade,No Trade
JPM,2020-06-12,679878983680,0.0023959250698238144,0.0069581999999999995,0.004562274930176185,-0.10364236125979305,-0.11874667544770645,0.09330023254352326,No Trade,No Trade
JPM,2020-06-15,679878983680,0.002432145447147851,0.0062439,0.003811754552852149,-0.7567628751552258,-0.10659760477328328,0.02265133647798745,No Trade,No Trade
JPM,2020-06-16,679878983680,0.0024410509400000506,0.0051967,0.0027556490599999497,-1.7229249047669866,-0.24885811748381126,-0.05190469240312334,No Trade,No Trade
JPM,2020-06-17,679878983680,0.0024423297738550317,0.0052448,0.0028024702261449683,-1.5260785434468505,-0.26579407853293213,-0.03909713825070538,No Trade,No Trade
JPM,2020-06-18,679878983680,0.002465841196823775,0.0057235,0.0032576588031762253,-0.9336232963960623,-0.23237349284478492,0.1710006751641875,No Trade,No Trade
JPM,2020-06-19,679878983680,0.0024646127815186564,0.005667,0.003202387218481344,-0.9145506913088306,-0.278557879594149,0.1843507701310374,No Trade,No Trade
