Date,BAC,F,GM,GS,IBM,JPM,T,XOM
2019-01-02,,,,,,,,
2019-01-03,-0.016125388114938032,-0.01528984338846363,-0.04141988435365075,-0.01474858470050645,-0.020063282314007235,-0.014311869798390286,0.0012540665464455425,-0.015453679470053727
2019-01-04,0.041430789915452224,0.03846037601784545,0.03338866726921762,0.03258252526760817,0.03895739428569288,0.036765294791347256,0.02559268292716731,0.03676960046927745
2019-01-07,-0.0008819483427440322,0.025890149095235227,0.03080311820917613,0.005441339565285685,0.006974731915380772,0.0005952586817892125,0.018028237643688428,0.005100297758460204
2019-01-08,-0.0020563136906474153,0.009550214122919776,0.012996263631553918,-0.0037930615742726268,0.014119102943104245,-0.001985560967512134,0.01252550127524964,0.00717076719077635
2019-01-09,0.009700393214787873,0.041715956242055915,0.010529466959876322,0.006172458642611722,0.00707681291810357,-0.0017904350179132166,-0.016593221069063368,0.005174686321840693
2019-01-10,-0.0012648128153227689,-0.005833776905729293,-0.012891359930215517,-0.0027632782729375524,0.00901436224594664,-0.00019964847795806974,0.009867136191834092,-0.0052090316411183115
2019-01-11,0.011559551968399962,0.017200830410231783,0.0704442048238436,0.0051842994298323284,-0.0028094552766733225,-0.004881423309220601,0.015360162666410371,-0.0046801635635115415
2019-01-14,0.012962119622514468,0.01917433227778841,0.012809967570099213,0.010017056095531485,-0.008909580140703876,0.01020929434852812,-0.008198227705156557,-0.001354713687050768
2019-01-15,0.006725689985203054,-0.016785155433565412,-0.003020695978524401,0.00655854447887515,0.011030629190542197,0.007231196404162021,-0.0007532654365148938,0.00045835907159829113
2019-01-16,0.07146315142612635,-0.0623171518880138,0.003095386723783056,0.09533648749302935,-0.001003945848424903,0.007964814143772692,-0.0014070572770258471,-0.0005184818211067088
2019-01-17,0.018880683410555033,0.008343739743327683,0.015562733453084333,0.010098707592891765,0.004586812261006867,0.0039973531098909,0.0025177326798395574,0.006739571418618684
2019-01-18,0.010593312801387523,0.026215962743221233,0.009047827618068095,0.017228743987233387,0.01323991308777316,0.01612594497675811,0.010343723081842827,0.011823038030538403
2019-01-22,-0.007267051803583347,-0.009424117743020443,-0.012014056827234453,-0.024095081514809557,-0.010599182180527033,-0.015875554552388437,-0.012373923859402513,-0.015170708846200764
